매물ID,모델,모델_평균가_TE,현재가격_만원,주행거리_km,배기량_cc,좌석수,차량연령,사고강도점수,주요옵션_선루프,주요옵션_헤드램프 (LED),주요옵션_주차감지센서,주요옵션_후방카메라,주요옵션_자동에어컨,주요옵션_스마트키,주요옵션_내비게이션,주요옵션_열선시트,주요옵션_통풍시트,주요옵션_가죽시트,제조사_현대,제조사_기아,제조사_제네시스,제조사_KG모빌리티(쌍용),제조사_쉐보레(GM대우),제조사_르노코리아(삼성),연료_LPG,연료_가솔린,연료_하이브리드,연료_디젤,연료_전기,연료_수소,색상_흰색,색상_검정색,색상_은색,색상_기타,변속기_오토계열,차급_SUV계열,차급_세단계열,flag_price_9999,flag_high_mileage,flag_non_ev_cc_zero,flag_cc_over_5000,flag_seat_over_12,flag_age_over_25,flag_accident_over_15,flag_non_ev_non_h2_cc_zero
37398208.0,렉스턴 스포츠 칸,2113.842105263158,1700.0,92801,2157.0,5,7,10,0,0,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
37424561.0,코란도 투리스모,658.9183673469388,750.0,118621,2157.0,5,10,6,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
38020327.0,티볼리 에어,1023.0752688172043,650.0,120313,1597.0,5,10,2,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
38261140.0,코란도 투리스모,658.9183673469388,650.0,82255,1998.0,5,12,5,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
38349931.0,G4 렉스턴,1783.857142857143,1670.0,93678,2157.0,5,9,11,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
38644690.0,뷰티풀 코란도,1788.5360824742268,1499.0,72261,1597.0,5,7,2,0,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
38664369.0,렉스턴 스포츠,1540.0945945945946,1880.0,75022,2157.0,5,7,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
39028073.0,뉴코란도 C,468.6666666666667,290.0,124234,1998.0,5,12,2,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
39125310.0,뉴체어맨 W,628.8888888888889,449.0,177104,3199.0,5,13,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
39167777.0,G4 렉스턴,1783.857142857143,1299.0,148146,2157.0,5,9,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
39215444.0,더 뉴 렉스턴 스포츠 칸,2886.434210526316,3980.0,9807,2157.0,5,2,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
39292378.0,코란도 스포츠,797.9574468085107,629.0,100948,1998.0,5,12,8,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
39352895.0,더 뉴 렉스턴 스포츠 칸,2886.434210526316,1979.0,80818,2157.0,5,5,2,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
39356222.0,티볼리 에어,1023.0752688172043,888.0,77943,1597.0,5,7,14,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
39377547.0,코란도 투리스모,658.9183673469388,350.0,180525,1998.0,11,13,2,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
39377852.0,렉스턴 W,654.3157894736842,899.0,35819,1998.0,7,12,18,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
39388030.0,G4 렉스턴,1783.857142857143,1299.0,156944,2157.0,5,9,5,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
39399003.0,G4 렉스턴,1783.857142857143,2090.0,42193,2157.0,5,6,2,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
39410385.0,더 뉴 렉스턴 스포츠,2465.627118644068,3450.0,44135,2157.0,5,3,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
39416988.0,G4 렉스턴,1783.857142857143,1430.0,134684,2157.0,5,9,3,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
39427818.0,렉스턴 뉴 아레나,4272.181818181818,9990.0,2419,2157.0,4,1,2,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
39428025.0,렉스턴 스포츠,1540.0945945945946,1745.0,82871,2157.0,5,5,2,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
39437856.0,코란도 투리스모,658.9183673469388,590.0,109365,1998.0,11,12,13,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
39449942.0,티볼리 에어,1023.0752688172043,829.0,103763,1597.0,5,9,10,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
39541611.0,더 뉴 토레스,2838.6363636363635,2340.0,5735,1497.0,2,2,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
39543383.0,G4 렉스턴,1783.857142857143,1620.0,91358,2157.0,7,8,3,0,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
39563063.0,코란도 지프,515.0,515.0,197533,2238.0,5,32,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
39582037.0,렉스턴 스포츠,1540.0945945945946,1880.0,61810,2157.0,5,7,5,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
39592858.0,티볼리 아머,1085.428571428571,830.0,70297,1597.0,5,9,13,0,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
39604210.0,G4 렉스턴,1783.857142857143,1290.0,156346,2157.0,5,8,2,0,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
39625775.0,렉스턴 스포츠,1540.0945945945946,1640.0,75439,2157.0,5,5,5,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
39655858.0,코란도 투리스모,658.9183673469388,800.0,98821,2157.0,9,10,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
39657112.0,G4 렉스턴,1783.857142857143,1240.0,163230,2157.0,5,9,2,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
39669472.0,코란도 투리스모,658.9183673469388,740.0,155970,2157.0,9,10,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
39707734.0,G4 렉스턴,1783.857142857143,1570.0,106373,2157.0,5,8,0,0,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
39786496.0,티볼리 에어,1023.0752688172043,660.0,168815,1597.0,5,8,4,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
39802588.0,티볼리,716.5412844036697,800.0,98494,1597.0,5,10,5,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
39819505.0,뷰티풀 코란도,1788.5360824742268,1640.0,37020,1497.0,5,6,4,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
39828342.0,티볼리,716.5412844036697,699.0,173332,1597.0,5,11,2,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
39878430.0,티볼리,716.5412844036697,800.0,68919,1597.0,5,10,13,0,0,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
39914298.0,더 뉴 렉스턴 스포츠 칸,2886.434210526316,3130.0,17926,2157.0,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
39957139.0,티볼리,716.5412844036697,720.0,120069,1597.0,5,11,12,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
39963228.0,더 뉴 렉스턴 스포츠 칸,2886.434210526316,2750.0,17507,2157.0,5,3,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
39986058.0,더 뉴 렉스턴 스포츠 칸,2886.434210526316,1920.0,21961,2157.0,5,5,2,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
40027972.0,렉스턴 스포츠,1540.0945945945946,1090.0,37185,2157.0,5,8,2,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
40043291.0,토레스,2458.245033112583,2155.0,122584,1497.0,5,3,2,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
40068268.0,더 뉴 렉스턴 스포츠 칸,2886.434210526316,2050.0,95897,2157.0,5,5,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
40068361.0,베리 뉴 티볼리,1315.876404494382,1420.0,30111,1497.0,5,6,1,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
40089301.0,더 뉴 토레스,2838.6363636363635,2799.0,5750,1497.0,5,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
40124244.0,G4 렉스턴,1783.857142857143,1699.0,47569,2157.0,5,8,0,0,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
40124419.0,더 뉴 렉스턴 스포츠 칸,2886.434210526316,3100.0,40285,2157.0,5,4,4,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
40129001.0,티볼리,716.5412844036697,699.0,77131,1597.0,5,11,4,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
40139216.0,더 뉴 렉스턴 스포츠,2465.627118644068,3150.0,24546,2157.0,5,3,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
40151235.0,코란도 C,314.4,330.0,171004,1998.0,5,14,11,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
40170064.0,뉴코란도,650.0,650.0,75694,2874.0,2,21,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
40194537.0,체어맨 H 뉴 클래식,383.0,350.0,181941,2799.0,5,13,2,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
40194795.0,뉴코란도 C,468.6666666666667,390.0,177820,1998.0,5,12,8,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
40195283.0,렉스턴 W,654.3157894736842,420.0,177350,1998.0,7,13,2,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
40213125.0,더 뉴 렉스턴 스포츠,2465.627118644068,1999.0,95201,2157.0,5,5,1,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
40264494.0,코란도 투리스모,658.9183673469388,490.0,82853,1998.0,11,13,12,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
40272585.0,뷰티풀 코란도,1788.5360824742268,1530.0,105069,1497.0,5,7,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
40272700.0,뉴체어맨 W,628.8888888888889,999.0,99908,4966.0,5,12,12,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
40283175.0,티볼리 에어,1023.0752688172043,1320.0,13478,1597.0,5,9,4,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
40293825.0,티볼리 아머,1085.428571428571,1090.0,97194,1597.0,5,7,6,0,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
40301885.0,티볼리 아머,1085.428571428571,750.0,92033,1597.0,5,8,2,0,0,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
40315639.0,렉스턴 스포츠,1540.0945945945946,1530.0,108833,2157.0,5,8,5,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
40316621.0,렉스턴 스포츠 칸,2113.842105263158,1810.0,67312,2157.0,5,7,2,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
40340527.0,슈퍼 렉스턴,311.1666666666667,359.0,224829,1998.0,7,15,9,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
40382104.0,코란도 스포츠,797.9574468085107,620.0,184057,1998.0,5,11,2,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
40391671.0,더 뉴 코란도 스포츠,907.3157894736842,1080.0,84733,2157.0,5,9,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
40397674.0,코란도 스포츠,797.9574468085107,799.0,120591,1998.0,5,11,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
40402219.0,더 뉴 렉스턴 스포츠 칸,2886.434210526316,2600.0,9138,2157.0,5,5,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
40419107.0,렉스턴 W,654.3157894736842,525.0,145325,1998.0,7,14,13,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
40432116.0,렉스턴 스포츠 칸,2113.842105263158,1890.0,46444,2157.0,5,7,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
40437514.0,티볼리 에어,1023.0752688172043,1290.0,95911,1497.0,5,6,2,0,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
40456211.0,토레스,2458.245033112583,2050.0,78480,1497.0,5,4,3,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
40457284.0,뷰티풀 코란도,1788.5360824742268,1580.0,46218,1597.0,5,6,3,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
40460160.0,토레스,2458.245033112583,2250.0,68500,1497.0,5,3,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
40460313.0,토레스,2458.245033112583,2245.0,62131,1497.0,5,3,3,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
40475747.0,뷰티풀 코란도,1788.5360824742268,1720.0,54141,1497.0,5,6,9,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
40485320.0,렉스턴 W,654.3157894736842,840.0,122254,2157.0,5,11,1,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
40488078.0,티볼리,716.5412844036697,740.0,125183,1597.0,5,10,11,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
40501540.0,뷰티풀 코란도,1788.5360824742268,1850.0,26692,1497.0,5,6,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
40508012.0,더 뉴 렉스턴 스포츠 칸,2886.434210526316,3100.0,27346,2157.0,5,4,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
40512542.0,코란도 스포츠,797.9574468085107,750.0,109696,1998.0,5,12,5,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
40516152.0,뉴코란도 C,468.6666666666667,319.0,121479,1998.0,5,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
40520056.0,티볼리 아머,1085.428571428571,890.0,98608,1597.0,5,8,12,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
40520809.0,더 뉴 코란도 스포츠,907.3157894736842,1050.0,128570,2157.0,5,9,4,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
40521853.0,티볼리 에어,1023.0752688172043,550.0,178551,1597.0,5,10,14,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
40524092.0,토레스,2458.245033112583,2390.0,37564,1497.0,5,3,2,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
40525825.0,뉴코란도 C,468.6666666666667,640.0,81016,1998.0,5,12,6,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
40540736.0,G4 렉스턴,1783.857142857143,1199.0,147327,2157.0,5,8,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
40548528.0,코란도 투리스모,658.9183673469388,590.0,127885,2157.0,9,11,4,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
40554101.0,뉴코란도 C,468.6666666666667,280.0,142166,1998.0,5,12,2,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
40555218.0,뷰티풀 코란도,1788.5360824742268,2050.0,22654,1497.0,5,3,4,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
40559460.0,티볼리,716.5412844036697,890.0,53544,1597.0,5,10,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
40560952.0,베리 뉴 티볼리,1315.876404494382,1350.0,67749,1497.0,5,5,0,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
40569218.0,더 뉴 코란도 스포츠,907.3157894736842,650.0,189078,2157.0,5,9,5,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
40575495.0,코란도 투리스모,658.9183673469388,480.0,136872,1998.0,11,12,10,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
40578546.0,더 뉴 렉스턴 스포츠,2465.627118644068,1590.0,133699,2157.0,5,4,4,0,0,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
40584460.0,티볼리 아머,1085.428571428571,850.0,136732,1597.0,5,8,1,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
40598347.0,베리 뉴 티볼리,1315.876404494382,1280.0,104781,1597.0,5,6,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
40606722.0,티볼리,716.5412844036697,650.0,76739,1597.0,5,9,17,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0
40606983.0,뷰티풀 코란도,1788.5360824742268,1700.0,34954,1497.0,5,6,4,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
40608585.0,뉴체어맨 W,628.8888888888889,460.0,85947,3199.0,5,15,18,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
40609217.0,코란도 C,314.4,275.0,109097,1998.0,5,15,6,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
40618588.0,토레스,2458.245033112583,2580.0,18685,1497.0,5,3,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
40623292.0,티볼리 에어,1023.0752688172043,670.0,84066,1597.0,5,10,2,1,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
40626350.0,뷰티풀 코란도,1788.5360824742268,1450.0,57339,1497.0,5,7,6,0,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
40642919.0,티볼리,716.5412844036697,740.0,98804,1597.0,5,11,13,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
40643916.0,티볼리 에어,1023.0752688172043,680.0,157664,1597.0,5,10,14,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
40644155.0,올 뉴 렉스턴,2856.653333333333,2699.0,86402,2157.0,5,5,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
40654447.0,베리 뉴 티볼리,1315.876404494382,1350.0,63660,1497.0,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
40654488.0,코란도 C,314.4,420.0,100545,1998.0,5,13,23,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0
40655382.0,뉴코란도 C,468.6666666666667,499.0,146872,1998.0,5,12,4,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
40663413.0,더 뉴 렉스턴 스포츠,2465.627118644068,2359.0,37451,2157.0,5,5,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
